filePath,pointSize,styleItemName,styleItemCategory,styleItemTags,styleItemUniqueId,styleItemGeometryType,notes
{Symbols_Root}\Appendices\SeaSurface\30110000.emf,64,Military (Sea Surface),Sea Surface : Main Icon,Sea Surface;Military;MAIN;SIDC_IS_NA;Point;Military (Sea Surface);30110000,30110000,Point,
{Symbols_Root}\Appendices\SeaSurface\30120000.emf,64,Military Combatant,Sea Surface : Main Icon,Sea Surface;Military Combatant;MAIN;S*SPC-----*****;Point;Military Combatant;30120000,30120000,Point,
{Symbols_Root}\Appendices\SeaSurface\30120100.emf,64,Military Combatant : Carrier,Sea Surface : Main Icon,Sea Surface;Military Combatant;Carrier;MAIN;S*SPCLCV--*****;Point;Military Combatant : Carrier;30120100,30120100,Point,
{Symbols_Root}\Appendices\SeaSurface\30120200.emf,64,Military Combatant : Surface Combatant- Line,Sea Surface : Main Icon,Sea Surface;Military Combatant;Surface Combatant- Line;MAIN;S*SPCL----*****;Point;Military Combatant : Surface Combatant- Line;30120200,30120200,Point,
{Symbols_Root}\Appendices\SeaSurface\30120201.emf,64,Military Combatant : Surface Combatant- Line : Battleship,Sea Surface : Main Icon,Sea Surface;Military Combatant;Surface Combatant- Line;Battleship;MAIN;S*SPCLBB--*****;Point;Military Combatant : Surface Combatant- Line : Battleship;30120201,30120201,Point,
{Symbols_Root}\Appendices\SeaSurface\30120202.emf,64,Military Combatant : Surface Combatant- Line : Cruiser,Sea Surface : Main Icon,Sea Surface;Military Combatant;Surface Combatant- Line;Cruiser;MAIN;S*SPCLCC--*****;Point;Military Combatant : Surface Combatant- Line : Cruiser;30120202,30120202,Point,
{Symbols_Root}\Appendices\SeaSurface\30120203.emf,64,Military Combatant : Surface Combatant- Line : Destroyer,Sea Surface : Main Icon,Sea Surface;Military Combatant;Surface Combatant- Line;Destroyer;MAIN;S*SPCLDD--*****;Point;Military Combatant : Surface Combatant- Line : Destroyer;30120203,30120203,Point,
{Symbols_Root}\Appendices\SeaSurface\30120204.emf,64,Military Combatant : Surface Combatant- Line : Frigate,Sea Surface : Main Icon,Sea Surface;Military Combatant;Surface Combatant- Line;Frigate;MAIN;S*SPCLFF--*****;Point;Military Combatant : Surface Combatant- Line : Frigate;30120204,30120204,Point,
{Symbols_Root}\Appendices\SeaSurface\30120205.emf,64,Military Combatant : Surface Combatant- Line : Corvette,Sea Surface : Main Icon,Sea Surface;Military Combatant;Surface Combatant- Line;Corvette;MAIN;SIDC_IS_NA;Point;Military Combatant : Surface Combatant- Line : Corvette;30120205,30120205,Point,
{Symbols_Root}\Appendices\SeaSurface\30120206.emf,64,Military Combatant : Surface Combatant- Line : Littoral Combatant Ship,Sea Surface : Main Icon,Sea Surface;Military Combatant;Surface Combatant- Line;Littoral Combatant Ship;MAIN;S*SPCLLL--*****;Point;Military Combatant : Surface Combatant- Line : Littoral Combatant Ship;30120206,30120206,Point,
{Symbols_Root}\Appendices\SeaSurface\30120300.emf,64,Military Combatant : Amphibious Warfare Ship,Sea Surface : Main Icon,Sea Surface;Military Combatant;Amphibious Warfare Ship;MAIN;S*SPCA----*****;Point;Military Combatant : Amphibious Warfare Ship;30120300,30120300,Point,
{Symbols_Root}\Appendices\SeaSurface\30120301.emf,64,Military Combatant : Amphibious Warfare Ship : Command Ship,Sea Surface : Main Icon,Sea Surface;Military Combatant;Amphibious Warfare Ship;Amphibious Command Ship;MAIN;SIDC_IS_NA;Point;Military Combatant : Amphibious Warfare Ship : Command Ship;30120301,30120301,Point,
{Symbols_Root}\Appendices\SeaSurface\30120302.emf,64,Military Combatant : Amphibious Warfare Ship : Assault- Non-specified,Sea Surface : Main Icon,Sea Surface;Military Combatant;Amphibious Warfare Ship;Amphibious Assault- Non-specified;MAIN;S*SPCALA--*****;Point;Military Combatant : Amphibious Warfare Ship : Assault- Non-specified;30120302,30120302,Point,
{Symbols_Root}\Appendices\SeaSurface\30120303.emf,64,Military Combatant : Amphibious Warfare Ship : Assault Ship- General,Sea Surface : Main Icon,Sea Surface;Military Combatant;Amphibious Warfare Ship;Amphibious Assault Ship- General;MAIN;SIDC_IS_NA;Point;Military Combatant : Amphibious Warfare Ship : Assault Ship- General;30120303,30120303,Point,
{Symbols_Root}\Appendices\SeaSurface\30120304.emf,64,Military Combatant : Amphibious Warfare Ship : Assault Ship- Multipurpose,Sea Surface : Main Icon,Sea Surface;Military Combatant;Amphibious Warfare Ship;Amphibious Assault Ship- Multipurpose;MAIN;SIDC_IS_NA;Point;Military Combatant : Amphibious Warfare Ship : Assault Ship- Multipurpose;30120304,30120304,Point,
{Symbols_Root}\Appendices\SeaSurface\30120305.emf,64,Military Combatant : Amphibious Warfare Ship : Assault Ship- Helicopter,Sea Surface : Main Icon,Sea Surface;Military Combatant;Amphibious Warfare Ship;Amphibious Assault Ship- Helicopter;MAIN;SIDC_IS_NA;Point;Military Combatant : Amphibious Warfare Ship : Assault Ship- Helicopter;30120305,30120305,Point,
